Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure	SH.UHC.OOPC.10.TO	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Prevalence of wasting, weight for height, male (% of children under 5)"	SH.STA.WAST.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Mortality rate attributed to unintentional poisoning (per 100,000 population)"	SH.STA.POIS.P5	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.1	0.1	0.1	0.1	0	0.1	0.4	0.8	0.5	0.4	0	1.2	0.2	0.4	0.2	0.2	0.5	0.2	0.5	0.3	\N
Cyprus	CYP	"People with basic handwashing facilities including soap and water, urban (% of urban population)"	SH.STA.HYGN.UR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Risk of impoverishing expenditure for surgical care (% of people at risk)	SH.SGR.IRSK.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.1	0.1	0.2	0.2	0.2	0.2	0.1	0.2	0.4	1	0.6	0.4	0.3	0.2	0.1	0.1	0.1
Cyprus	CYP	"Hospital beds (per 1,000 people)"	SH.MED.BEDS.ZS	4.523560047	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.382100105	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.652999878	5.720099926	\N	\N	\N	\N	\N	\N	\N	5.086400032	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.52	4.4	4.4	4.3	4.2	3.83	3.8	3.8	3.78	3.76	3.57	3.51	3.46	3.41	3.42	3.42	3.43	3.4	\N	\N	\N
Cyprus	CYP	People using safely managed drinking water services (% of population)	SH.H2O.SMDW.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	95.64257351	95.6425083	95.64254573	95.63506327	95.92948097	96.22385904	96.51820463	96.81251987	97.10678821	97.40102993	97.69523342	97.98940241	98.28353619	98.57761402	98.87163904	99.1655953	99.45949695	99.75333101	99.76518389	99.76519248	99.76517318
Cyprus	CYP	"Probability of dying among youth ages 20-24 years (per 1,000)"	SH.DYN.2024	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.6	3.7	3.9	4	4.1	4.3	4.3	4.4	4.4	4.4	4.4	4.3	4.2	4	3.8	3.6	3.4	3.1	2.9	2.7	2.5	2.4	2.2	2.1	2.1	2	1.9	1.9	1.8	1.8	1.7
Cyprus	CYP	Prevalence of anemia among non-pregnant women (% of women ages 15-49)	SH.ANM.NPRG.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12.2	12	11.9	11.8	11.8	11.8	11.8	11.7	11.7	11.6	11.7	11.7	11.8	11.9	12.1	12.3	12.5	12.8	13.1	13.4	\N
Cyprus	CYP	Proportion of seats held by women in national parliaments (%)	SG.GEN.PARL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.357142857	5.357142857	5.357142857	7.142857143	10.71428571	10.71428571	10.71428571	16.07142857	16.07142857	14.28571429	14.28571429	14.28571429	12.5	12.5	10.71428571	10.71428571	10.71428571	12.5	12.5	17.85714286	17.85714286	17.85714286	17.85714286	19.64285714
Cyprus	CYP	"School enrollment, tertiary, male (% gross)"	SE.TER.ENRR.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.449920058	1.425320029	1.750869989	1.57791996	\N	\N	\N	1.503669977	2.258130074	2.361059904	3.18234992	3.56904006	3.000439882	3.553519964	4.160260201	4.735569954	5.427080154	6.463150024	7.100090027	7.691860199	9.225540161	7.08220005	14.1054697	13.93008041	14.95261002	15.79337978	18.81327057	\N	18.68824959	16.89092064	18.25967026	22.27375984	31.44766045	36.20994186	31.20162964	32.64488983	36.28688812	43.52870941	55.58179855	50.87154007	45.81108856	42.1680603	41.60205078	44.10309982	51.11182022	60.91102982	69.58511353	78.03450012	85.68666077	\N
Cyprus	CYP	Adolescents out of school (% of lower secondary school age)	SE.SEC.UNER.LO.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	35.75785828	32.55345917	26.24081993	25.97557068	30.8026104	29.83102036	27.24292946	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.216559887	4.565869808	3.158519983	0.104740001	0.654659986	1.11789	0.473690003	0.338479996	0.319220006	0.153380007	0.338730007	3.968349934	4.3301301	1.414510012	0.392969996	0.298559994	1.867750049	2.313169956	0.448379993	0.273809999	0.641269982	\N
Cyprus	CYP	"Progression to secondary school, male (%)"	SE.SEC.PROG.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	70.58343	74.67652	72.79928	68.74106	79.15432	80.93347	80.883	83.56563	84.92936	84.87838	87.88525	87.74297	97.96103	97.95053	100	99.48424	98.56771	\N	100	\N	\N	100	100	100	99.90157	100	\N	\N	99.6488	100	100	99.8923	99.62956	100	100	98.33143	99.8327	99.98773	99.80802	98.88623	97.79044	99.10735	98.92473	98.77737	100	99.49325	\N	\N	\N	\N
Cyprus	CYP	"Secondary education, pupils (% female)"	SE.SEC.ENRL.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	46.30658	46.93723	47.37565	48.04099	46.96795	47.46521	47.32684	47.6559	48.04648	48.65668	48.9212	49.17657	49.52501	49.52105	49.50976	49.45731	49.62535	49.45605	49.28543	49.09183	49.24687	49.30701	49.40648	49.24936	49.11425	49.49453	49.46137	\N	49.48612	49.37576	49.11418	49.00189	48.92677	49.21127	49.19354	49.18719	49.27914	49.17649	49.09615	49.14863	49.06986	49.2581	48.83621	48.92554	48.86549	48.73903	48.75752	\N	\N	\N
Cyprus	CYP	Children out of school (% of primary school age)	SE.PRM.UNER.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	20.26623917	21.62002945	21.72352028	22.35360909	28.78115082	31.00208092	31.92152977	31.14753914	30.42778969	31.26758003	28.78755951	32.06378937	31.90210915	31.62618065	30.83481026	26.19680977	22.14406013	20.66514015	20.54033089	21.17897034	20.84754944	22.6387291	2.370549917	3.08336997	3.786999941	3.882719994	3.715229988	\N	0.095310003	1.930029988	2.045779943	1.11097002	0.802709997	0.763199985	0.025140001	0.063089997	0.202099994	0.414790004	0.372790009	0.03455	0.153239995	1.310520053	1.795269966	2.271239996	1.399760008	1.73635006	1.340399981	0.575219989	0.507369995	\N
Cyprus	CYP	"Repeaters, primary, female (% of female enrollment)"	SE.PRM.REPT.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.00167	1.88531	1.51989	1.21359	0.86409	0.82153	0.86688	0.61053	0.55086	0.79099	0.4624	0.35474	0.32058	0.49593	0.36614	0.353	0.283	0.28003	0.26253	0.21452	0.29297	0.28187	0.20317	0.25821	0.22635	0.25381	0.25199	\N	0.29909	0.26759	0.28809	0.21303	0.18316	0.2459	0.21471	0.17176	0.17448	0.39724	0.16227	0.10516	0.12891	0.11756	0.12173	0.11673	0.09981	0.09419	0.12539	\N	\N	\N
Cyprus	CYP	"School enrollment, primary (% net)"	SE.PRM.NENR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	79.73376	78.37997	78.27648	77.64639	71.21885	68.99792	68.07847	68.85246	69.57221	68.73242	71.21244	67.93621	68.09789	68.37382	69.16519	73.80319	77.85594	79.33486	79.45967	78.82103	79.15245	77.36127	97.62945	96.91663	96.213	96.11728	96.28477	\N	95.3991	95.31862	94.96985	95.94279	96.14328	96.11749	99.34591	99.21867	99.04305	98.70243	98.74389	98.96982	98.719	97.9124	97.29695	96.91133	97.36852	96.72966	97.49342	\N	\N	\N
Cyprus	CYP	"Primary completion rate, female (% of relevant age group)"	SE.PRM.CMPT.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	88.79649353	87.13011169	84.92204285	86.90808105	78.92637634	77.35913086	71.37241364	76.75544739	83.12119293	73.44851685	90.23641968	78.99703979	78.44165802	76.26992035	58.44519043	61.01411819	68.77114105	77.60134888	76.51376343	78.72302246	83.92304993	81.66693878	100.5585403	104.5259476	99.81298065	96.12532043	99.21381378	\N	99.82804871	97.27323151	98.57837677	100.9027634	103.1925201	86.99913025	99.85102081	101.4114075	99.95973206	99.67637634	103.3221207	100.8589172	101.5515671	99.69033051	97.85682678	100.0972137	97.79705048	98.93182373	101.156868	101.8606796	102.1251984	\N
Cyprus	CYP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	97.83058929	\N	\N	\N	\N	\N	\N	\N	\N	98.63104248	\N	\N	\N	\N	\N	\N	\N	\N	\N	99.28614807	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Coverage of social safety net programs in 4th quintile (% of population)	per_sa_allsa.cov_q4_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)	per_allsp.ben_q1_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Net primary income (Net income from abroad) (current US$)	NY.GSR.NFCY.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2221549.026	8640845.786	10693995.77	10179640.72	20066334.99	16317991.63	15166461.16	-222469.4105	2592223.33	4894433.781	-35028248.59	-37028014.62	-42659974.91	-31124260.36	-33930857.87	-32575757.58	-45762711.86	-38987043.58	-52500000	-501888745.1	-484090338.8	-523192702.4	309276018.1	-602610571.7	-857276154.6	-742094717.7	-589028846.2	-592955832.4	-974662500	-958400696.4	-1112482750	-1535628251	-456532884.1	-72225618.23	-367430730.5	726089922	-173182577.4	-282374817.4	-618171914.4	-129563963.2	-835293336.3	-671760830.3	-915327113.8	-1213490429	-1463500857
Cyprus	CYP	GNI (constant 2015 US$)	NY.GNP.MKTP.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3739025113	4384507423	4722050053	5175936805	5481690623	5609805870	5943647504	6231086101	6785478466	7123282915	7286472719	7810397617	8484968380	9188337543	9878813245	9958511825	10880850706	10970290794	11603801882	12029778424	12207035280	12445630829	14381762348	13817752203	14201684928	14981953938	15888392043	16477344353	17014361613	17938428157	18722165237	19490365354	21238142846	21097690714	21274821353	22237561734	20778281165	19321737599	18683606187	19712840342	20266735236	21693203161	22775053825	23699677439	22174893169
Cyprus	CYP	GDP per capita (current LCU)	NY.GDP.PCAP.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	875.0883836	1146.184755	1452.208317	1732.025618	2136.981829	2551.909832	2891.833423	3343.578229	3677.852599	4271.51982	4676.795057	4993.728857	5492.964517	6093.566924	6792.882535	7530.070288	7679.310878	8674.825166	8936.694362	9758.861934	11797.07036	12065.96323	12483.43232	13342.05841	14171.90103	15266.03729	16273.9486	16736.9432	17882.72702	19034.09709	20069.7403	21305.94369	22827.5431	24165.78019	23112.23276	23401.13039	23273.56352	22502.33175	20877.30918	20445.84072	21097.93385	22228.98888	23554.17623	24840.12514	26089.78833	24100.62857
Cyprus	CYP	Gross value added at basic prices (GVA) (current US$)	NY.GDP.FCST.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	9065474774	9181429109	8806883694	9518074661	9723258900	9098662582	9419481785	10292150962	12906668177	15237677500	16104648676	17483201606	20689895976	24046469899	22811239233	22682362455	24490648664	22149894642	21241083809	20287215358	17368997004	18332970998	19965292589	22236004960	22568063361	21853001713
Cyprus	CYP	Adjusted net national income (annual % growth)	NY.ADJ.NNTY.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	21.70735572	6.492279572	14.75603013	5.615179087	-1.843549059	7.534179319	3.866057326	13.28273795	4.968642111	0.395947809	9.452747259	9.87519915	11.02852847	4.013538532	-2.995534833	13.82872145	-6.798470298	6.681468374	4.500332226	1.044278949	1.737899592	18.69853941	-4.029637562	2.5565528	7.861781875	4.645750472	6.23942896	3.768847814	3.984546843	3.885755441	4.792877519	8.75552131	-0.613690813	0.089770264	4.497407647	-7.32921048	-8.190014433	-3.840442893	7.813147328	4.600381939	6.809727428	5.048464395	3.478797	\N
Cyprus	CYP	Adjusted savings: net forest depletion (current US$)	NY.ADJ.DFOR.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	26493.05637	0	0	0	694710.5158	829709.2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N
Cyprus	CYP	"Food, beverages and tobacco (% of value added in manufacturing)"	NV.MNF.FBTO.ZS.UN	\N	\N	\N	38.7545077	40.95804412	41.85339752	42.18666813	39.99189276	37.73525636	37.89511759	35.37871741	34.79904046	31.91956516	30.83731062	34.57811427	30.38699805	27.98271052	25.69629952	23.39806466	22.23953527	28.20140577	27.80530275	28.02887148	28.49427454	28.51051875	27.52473782	29.03519826	28.15896678	27.0967635	27.55522209	27.18206701	26.86092848	29.33202658	30.23066439	31.44361378	32.0741847	32.95744676	34.22614229	35.49625686	36.52491718	36.82496638	38.32297888	38.59897965	38.95099229	39.45721406	39.43383407	33.59325038	31.2454531	33.40817347	36.89934029	37.42958053	36.65964238	39.03606623	42.18962644	40.61282897	39.11539569	39.70371498	36.60058391	35.16699266	35.16699268	\N
Cyprus	CYP	Financial intermediary services indirectly Measured (FISIM) (current LCU)	NV.FSM.TOTL.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Imports of goods and services (constant 2015 US$)	NE.IMP.GNFS.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1394909856	1945426159	2481852508	2621242904	3061052093	3238183693	3319201023	3743913633	3950231646	4596861857	4388027950	3907458168	4463006623	5053780389	6068763393	6415981435	6542790693	7748995989	6323893157	6773263179	8018507061	8489859438	8578271241	8667001855	8919077052	9754836204	9783905383	9686353979	9638054803	10351563212	10455316206	11051523880	12113443357	13686213875	11588907137	12840045515	12507257272	12052666649	11503716104	12391694784	13390746699	14751794599	16861652094	17590663915	19057406960	18571839931
Cyprus	CYP	Gross fixed capital formation (current LCU)	NE.GDI.FTOT.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	86284400	120114700	212891700	291145700	375038000	444236400	471403100	520610900	539918100	704798100	688566400	656103000	714024500	838581600	1061724900	1074539400	1110932700	1359875900	1266415400	1284014000	1935110000	1920587000	2056069000	1783111000	2076508000	2127888000	2171769000	2487914000	2605828000	2860754000	3190722000	4012445000	4473860000	5167368000	4377405000	4357968000	3769766000	3014332000	2540001000	2325973000	2302775000	3429055000	4223923000	4070870000	4329766000	4308334000
Cyprus	CYP	Final consumption expenditure (% of GDP)	NE.CON.TOTL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	98.67703034	92.00360384	89.71873788	87.44324344	81.00984762	80.53400112	80.11415382	80.99327092	82.49318172	77.77777681	77.87747328	75.27640844	76.14313366	77.29345428	75.50178899	78.56165176	84.16645108	82.4841274	76.34592602	74.88152999	74.27407222	76.1734164	77.30437334	78.43423978	77.41449702	76.99006728	77.53652023	78.36963882	78.80458577	78.05342815	78.08460438	78.33038063	80.3759444	83.80654571	82.47193796	84.31608409	84.90036349	85.71022136	85.4943774	85.49657688	83.70482733	80.86515959	79.77238823	79.35758579	79.4745193	83.66731371
Cyprus	CYP	Households and NPISHs Final consumption expenditure (current US$)	NE.CON.PRVT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	397841236.2	435992729.5	556506963.5	716786565.7	879264670.7	1440552239	1367357741	1428399260	1455447164	1450522632	1550859117	1890466102	2205573447	2594416060	2716170769	3423109987	3791498990	4385558801	3919519670	4323575238	6144495472	6309858218	5968794755	6392045249	6440926645	6181605090	6405154827	7053164423	8858296716	10648035000	11349631887	12331043784	15323565563	18587621210	16526036399	16930969110	18141490813	16709665939	16023621995	15910975156	13364070787	13749325880	14854528920	16533692726	16312481809	15676920617
Cyprus	CYP	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	LP.LPI.TIME.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.25	\N	\N	3.44	\N	3.54	\N	3.307692	\N	3.79341	\N	3.62	\N	\N
Cyprus	CYP	Gross capital formation (constant 2015 US$)	NE.GDI.TOTL.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1086215849	1597782015	2296564933	2419945538	2839188465	2935408370	2554348432	2610592365	2671580619	3300197821	3239211612	2771264280	3014276297	3573529971	4375367926	4051644118	3625283982	4837026381	3420514614	3687978616	3350436074	3066931494	3114448808	2614137808	2899000610	3147266761	2892846638	3342236160	3364563949	3926314573	4082168907	4635312797	4840615229	5869787868	4648227743	5018901748	4112966748	3467307722	2566157709	2640065638	2714238322	3681305141	4603919793	4529708363	5008475082	4372630338
Cyprus	CYP	Exports of goods and services (annual % growth)	NE.EXP.GNFS.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	65.24098037	22.31132995	6.140095055	20.75259195	10.81395669	14.08184333	7.910228554	8.165696524	15.09851428	-1.081752717	-1.688813196	13.70036863	13.53559794	16.69939325	6.682873098	-8.463298521	19.86026447	-2.834784888	8.193618254	18.54763616	6.413299316	-0.022520414	5.823183156	2.431275978	8.770777057	1.7611878	-3.500344529	-2.898777391	3.191105237	3.091519408	2.302904539	5.363156125	-0.564721814	-4.654528121	6.139409804	6.95209259	-0.534989654	1.160300034	6.243867756	8.889828635	7.051109556	11.17979838	7.271055739	7.48380791	-5.106329209
Cyprus	CYP	Households and NPISHs final consumption expenditure (% of GDP)	NE.CON.PRVT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	81.20621547	75.6813473	75.72677513	74.35340798	68.22800446	66.8683423	65.502281	66.15279735	67.37045774	63.66831114	63.81054656	61.16559427	59.53263822	60.63430281	59.51969154	61.22393602	65.70830703	63.44709694	59.47415132	58.22444956	61.85858298	63.02346801	62.51474753	62.36982849	61.35438086	61.90367873	61.600483	61.76027742	60.89295935	61.47630106	61.57097958	61.43164964	63.93139648	66.75461357	63.69545907	65.79622415	65.81237834	66.89615852	67.04199569	68.70958335	67.35106584	65.61845791	64.94966081	64.7804165	63.32888902	63.69457516
Cyprus	CYP	General government final consumption expenditure (current US$)	NE.CON.GOVT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	85592100.86	94030899.73	102825251.6	126189484.2	164721437.1	294400829.2	305022315.2	320441800.2	326705895.4	321448753.7	341884261	436127796.6	615387819.7	712810539.5	729340236.7	969374263.8	1065071338	1315868188	1111899058	1236905357	1233247089	1316562108	1412086659	1646380090	1685976268	1506503299	1657012750	1896826923	2605662514	2871250000	3044024375	3392046167	3941554886	4748059177	4871631009	4765610500	5261692650	4699473211	4410280250	3887338913	3244979474	3194708878	3390081338	3720482995	4158849211	4915819532
Cyprus	CYP	"Lead time to import, median case (days)"	LP.IMP.DURS.MD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2	\N	\N	\N	\N	2	\N	\N	\N	1	\N	\N	\N	\N
Cyprus	CYP	"Air transport, passengers carried"	IS.AIR.PSGR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	106500	150200	201000	233100	125700	135800	225300	266300	315300	387500	440800	455000	454300	485300	563000	613400	620500	683700	696900	747700	813700	819700	946800	1011000	1233900	1218900	1214100	1278100	1346400	1336700	1396076	1503427	1704780	1882981	2013254	1920516	1944138	2071648	2111205	1943949	1583627	1263117	1285976	1211208	688368	23405	224653	711554	401408	395436	104559
Cyprus	CYP	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	IQ.CPA.SOCI.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	CPIA debt policy rating (1=low to 6=high)	IQ.CPA.DEBT.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Investment in water and sanitation with private participation (current US$)	IE.PPI.WATR.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Start-up procedures to register a business (number)	IC.REG.PROC	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6	6	6	6	6	6	6	6	5	5	5	5	\N
Cyprus	CYP	Time spent dealing with the requirements of government regulations (% of senior management time)	IC.GOV.DURS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.5	\N
Cyprus	CYP	Firms using banks to finance working capital (% of firms)	IC.FRM.BKWC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	42.2	\N
Cyprus	CYP	Business extent of disclosure index (0=less disclosure to 10=more disclosure)	IC.BUS.DISC.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4	4	4	4	4	4	8	8	8	8	8	8	8	9	9	\N
Cyprus	CYP	Other expense (% of expense)	GC.XPN.OTHR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.525401247	1.913404902	0.506131138	1.104133744	0	5.255133641	5.110387897	4.994002399	4.494848212	4.13106812	4.02969562	3.605032529	3.705812457	3.544007197	4.436240392	4.259509135	4.435836347	4.567203828	4.934357482	3.845942757	5.107920309	5.556113735	5.663404261	5.501067215	4.744393043	14.07389991	11.03478195	11.71284596	19.20153895	13.78662941	\N
